valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,surface_terrain,longitude,latitude,prix_du_m_carre
90000.00,69870,Lamure-sur-Azergues,Appartement,160.00,,4.4910180,46.0630750,562.5
228495.00,69870,Lamure-sur-Azergues,Maison,103.00,230.00,4.4943200,46.0631360,2218.3980582524273
271250.00,69830,Saint-Georges-de-Reneins,Maison,109.00,365.00,4.7215660,46.0635000,2488.532110091743
280000.00,69460,Le Perréon,Appartement,89.00,622.00,4.6010800,46.0636600,3146.067415730337
362300.00,69830,Saint-Georges-de-Reneins,Maison,150.00,852.00,4.7295790,46.0636870,2415.3333333333335
364700.00,69460,Saint-Étienne-des-Oullières,Maison,97.00,800.00,4.6535880,46.0638190,3759.7938144329896
195000.00,69830,Saint-Georges-de-Reneins,Maison,81.00,195.00,4.7225940,46.0638530,2407.4074074074074
286500.00,69240,Thizy-les-Bourgs,Maison,550.00,10000.00,4.3352600,46.0638920,520.9090909090909
250550.00,69460,Le Perréon,Maison,152.00,603.00,4.6032780,46.0644530,1648.3552631578948
150000.00,69240,Saint-Vincent-de-Reins,Maison,120.00,505.00,4.3953250,46.0645650,1250.0
342100.00,69460,Le Perréon,Maison,114.00,984.00,4.6034590,46.0646630,3000.877192982456
80000.00,69460,Le Perréon,Maison,91.00,513.00,4.6008970,46.0647490,879.1208791208791
160000.00,69830,Saint-Georges-de-Reneins,Maison,73.00,547.00,4.7340050,46.0663830,2191.780821917808
242800.00,69460,Le Perréon,Maison,130.00,470.00,4.5938170,46.0666870,1867.6923076923076
228000.00,69460,Le Perréon,Maison,65.00,580.00,4.5938190,46.0668340,3507.6923076923076
190000.00,69460,Saint-Étienne-des-Oullières,Appartement,85.00,327.00,4.6491800,46.0676410,2235.294117647059
510000.00,69460,Saint-Étienne-des-Oullières,Maison,181.00,1090.00,4.6530010,46.0683400,2817.6795580110497
149000.00,69460,Saint-Étienne-la-Varenne,Maison,100.00,86.00,4.6150970,46.0685440,1490.0
133000.00,69460,Saint-Étienne-la-Varenne,Maison,106.00,331.00,4.6147540,46.0688280,1254.7169811320755
330000.00,69460,Saint-Étienne-des-Oullières,Maison,123.00,233.00,4.6655870,46.0694250,2682.9268292682927
115000.00,69240,Thizy-les-Bourgs,Maison,60.00,353.00,4.3380440,46.0696950,1916.6666666666667
55000.00,69470,Cours,Appartement,85.00,,4.3142070,46.0700170,647.0588235294117
253600.00,69830,Saint-Georges-de-Reneins,Maison,98.00,83.00,4.7277880,46.0702730,2587.7551020408164
305000.00,69460,Saint-Étienne-des-Oullières,Maison,90.00,1290.00,4.6474800,46.0704050,3388.8888888888887
40000.00,69240,Thizy-les-Bourgs,Maison,117.00,60.00,4.3380410,46.0707710,341.88034188034186
110000.00,69470,Cours,Maison,90.00,137.00,4.3151020,46.0710810,1222.2222222222222
260500.00,69460,Saint-Étienne-la-Varenne,Maison,103.00,610.00,4.6279920,46.0711730,2529.126213592233
91500.00,69470,Cours,Appartement,55.00,433.00,4.3154090,46.0718940,1663.6363636363637
285000.00,69830,Saint-Georges-de-Reneins,Maison,154.00,745.00,4.7257800,46.0719510,1850.6493506493507
137000.00,69240,Thizy-les-Bourgs,Maison,84.00,369.00,4.3302070,46.0724930,1630.952380952381
420000.00,69460,Saint-Étienne-la-Varenne,Maison,127.00,867.00,4.6264150,46.0727290,3307.0866141732286
220800.00,69830,Saint-Georges-de-Reneins,Maison,107.00,303.00,4.7387900,46.0729700,2063.551401869159
150000.00,69240,Saint-Vincent-de-Reins,Maison,94.00,815.00,4.3921620,46.0732160,1595.7446808510638
156300.00,69240,Saint-Vincent-de-Reins,Maison,86.00,815.00,4.3865650,46.0735630,1817.4418604651162
290000.00,69460,Saint-Étienne-des-Oullières,Maison,32.00,546.00,4.6452490,46.0738530,9062.5
48000.00,69240,Saint-Vincent-de-Reins,Maison,110.00,133.00,4.3867370,46.0744120,436.3636363636364
23500.00,69240,Saint-Vincent-de-Reins,Maison,66.00,89.00,4.3873890,46.0746220,356.06060606060606
110000.00,69470,Cours,Maison,76.00,162.00,4.3093020,46.0746310,1447.3684210526317
45000.00,69240,Saint-Vincent-de-Reins,Maison,81.00,136.00,4.3876980,46.0748800,555.5555555555555
229000.00,69460,Saint-Étienne-des-Oullières,Maison,94.00,503.00,4.6464520,46.0752590,2436.1702127659573
140000.00,69220,Charentay,Maison,61.00,763.00,4.6821440,46.0754110,2295.0819672131147
135000.00,69870,Saint-Nizier-d'Azergues,Maison,52.00,962.00,4.4880150,46.0770440,2596.153846153846
180000.00,69460,Saint-Étienne-la-Varenne,Maison,106.00,120.00,4.6297830,46.0774650,1698.1132075471698
233630.00,69870,Saint-Nizier-d'Azergues,Maison,110.00,299.00,4.4785160,46.0806680,2123.909090909091
99000.00,69870,Claveisolles,Maison,96.00,540.00,4.5206860,46.0820540,1031.25
75000.00,69870,Claveisolles,Maison,86.00,117.00,4.5191280,46.0822570,872.0930232558139
71500.00,69240,Thizy-les-Bourgs,Maison,63.00,,4.3239170,46.0823910,1134.920634920635
135000.00,69870,Saint-Bonnet-le-Troncy,Maison,160.00,402.00,4.4291830,46.0838700,843.75
73000.00,69470,Cours,Maison,36.00,290.00,4.3106720,46.0841440,2027.7777777777778
102000.00,69870,Saint-Bonnet-le-Troncy,Maison,126.00,163.00,4.4272920,46.0850700,809.5238095238095
242049.50,69460,Odenas,Maison,90.00,785.00,4.6455430,46.0867500,2689.438888888889
389460.00,69460,Odenas,Maison,91.00,900.00,4.6425530,46.0869580,4279.780219780219
148000.00,69870,Saint-Bonnet-le-Troncy,Maison,97.00,315.00,4.4281310,46.0870530,1525.7731958762886
519020.00,69220,Charentay,Maison,158.00,1228.00,4.6792740,46.0872260,3284.9367088607596
100000.00,69460,Odenas,Maison,72.00,241.00,4.6469520,46.0873510,1388.888888888889
142308.00,69870,Saint-Nizier-d'Azergues,Maison,76.00,558.00,4.4759710,46.0876550,1872.4736842105262
260000.00,69460,Odenas,Maison,96.00,859.00,4.6452120,46.0878050,2708.3333333333335
220000.00,69460,Odenas,Appartement,51.00,193.00,4.6469750,46.0878050,4313.725490196079
160000.00,69220,Charentay,Maison,80.00,147.00,4.6804190,46.0882800,2000.0
261500.00,69220,Charentay,Maison,130.00,172.00,4.6785710,46.0885520,2011.5384615384614
280000.00,69220,Charentay,Maison,110.00,148.00,4.6772750,46.0886250,2545.4545454545455
230000.00,69220,Charentay,Maison,104.00,67.00,4.6791930,46.0887260,2211.5384615384614
210000.00,69460,Odenas,Maison,79.00,676.00,4.6451430,46.0890250,2658.227848101266
60000.00,69870,Claveisolles,Maison,43.00,232.00,4.4959960,46.0900490,1395.3488372093022
15000.00,69470,Cours,Maison,64.00,1040.00,4.3127650,46.0941380,234.375
171500.00,69470,Cours,Maison,91.00,910.00,4.3238310,46.0945210,1884.6153846153845
100000.00,69870,Saint-Bonnet-le-Troncy,Maison,150.00,335.00,4.4181270,46.0948250,666.6666666666666
90000.00,69470,Cours,Appartement,59.00,674.00,4.3230380,46.0949550,1525.4237288135594
120099.00,69470,Cours,Maison,102.00,725.00,4.3244220,46.0951070,1177.4411764705883
50000.00,69870,Claveisolles,Maison,80.00,1403.00,4.4942960,46.0969610,625.0
102000.00,69470,Cours,Appartement,91.00,124.00,4.3210280,46.0984370,1120.8791208791208
130200.00,69470,Cours,Maison,122.00,138.00,4.3130580,46.0984450,1067.2131147540983
64000.00,69470,Cours,Maison,74.00,890.00,4.3126930,46.0985260,864.8648648648649
167900.00,69470,Cours,Maison,87.00,342.00,4.3247800,46.0986770,1929.8850574712644
144000.00,69470,Cours,Maison,83.00,263.00,4.3245810,46.0986920,1734.9397590361446
155000.00,69470,Cours,Appartement,35.00,396.00,4.3176510,46.0987890,4428.571428571428
144600.00,69470,Cours,Maison,100.00,518.00,4.3125460,46.0989570,1446.0
25000.00,69470,Cours,Appartement,21.00,72.00,4.3185300,46.0990500,1190.4761904761904
295850.00,69220,Belleville-en-Beaujolais,Maison,140.00,287.00,4.7457930,46.0991350,2113.214285714286
84500.00,69470,Cours,Appartement,60.00,,4.3174260,46.0992800,1408.3333333333333
100000.00,69470,Cours,Appartement,30.00,445.00,4.3129610,46.0995360,3333.3333333333335
61961.00,69470,Cours,Maison,77.00,108.00,4.3225800,46.0999190,804.6883116883117
240800.00,69460,Odenas,Maison,85.00,398.00,4.6552810,46.1002100,2832.9411764705883
102000.00,69470,Cours,Appartement,57.00,95.00,4.3227060,46.1002370,1789.4736842105262
84000.00,69870,Claveisolles,Appartement,20.00,,4.4935350,46.1002890,4200.0
246000.00,69870,Claveisolles,Maison,150.00,845.00,4.5325130,46.1002900,1640.0
163000.00,69470,Cours,Maison,100.00,1254.00,4.3840500,46.1004330,1630.0
91000.00,69470,Cours,Maison,57.00,436.00,4.3307400,46.1004540,1596.4912280701753
60000.00,69470,Cours,Appartement,47.00,148.00,4.3231360,46.1004810,1276.595744680851
91000.00,69870,Claveisolles,Maison,115.00,59.00,4.4934000,46.1005320,791.304347826087
140000.00,69460,Odenas,Maison,120.00,766.00,4.6565550,46.1005470,1166.6666666666667
166700.00,69470,Cours,Maison,105.00,700.00,4.3272750,46.1009360,1587.6190476190477
49000.00,69870,Claveisolles,Maison,66.00,143.00,4.4928370,46.1010550,742.4242424242424
54000.00,69870,Claveisolles,Maison,75.00,152.00,4.4926080,46.1011850,720.0
210000.00,69470,Cours,Maison,117.00,359.00,4.3213470,46.1013000,1794.871794871795
100000.00,69470,Cours,Maison,80.00,53.00,4.3245250,46.1014790,1250.0
302500.00,69870,Saint-Nizier-d'Azergues,Maison,74.00,700.00,4.4653350,46.1015650,4087.837837837838
140000.00,69220,Saint-Lager,Maison,92.00,312.00,4.6930320,46.1016250,1521.7391304347825
148700.00,69470,Cours,Maison,64.00,234.00,4.3223060,46.1017600,2323.4375
187000.00,69470,Cours,Maison,77.00,476.00,4.3226190,46.1018620,2428.5714285714284
257000.00,69430,Marchampt,Maison,198.00,1329.00,4.5504710,46.1019650,1297.979797979798
97000.00,69470,Cours,Maison,100.00,302.00,4.3255480,46.1019760,970.0
295000.00,69470,Cours,Maison,234.00,420.00,4.3186720,46.1019920,1260.6837606837607
128000.00,69870,Claveisolles,Maison,83.00,1200.00,4.4909370,46.1020490,1542.1686746987953
167000.00,69470,Cours,Maison,160.00,372.00,4.3281730,46.1028240,1043.75
199000.00,69220,Belleville-en-Beaujolais,Maison,108.00,146.00,4.7595700,46.1034260,1842.5925925925926
30000.00,69220,Belleville-en-Beaujolais,Maison,108.00,,4.7590290,46.1034380,277.77777777777777
223500.00,69430,Marchampt,Maison,105.00,170.00,4.5794910,46.1036240,2128.5714285714284
130000.00,69470,Cours,Maison,110.00,360.00,4.3174530,46.1036340,1181.8181818181818
167000.00,69220,Belleville-en-Beaujolais,Maison,85.00,900.00,4.7329610,46.1036650,1964.7058823529412
285000.00,69430,Quincié-en-Beaujolais,Maison,71.00,500.00,4.6087780,46.1040590,4014.0845070422533
12000.00,69470,Cours,Maison,68.00,131.00,4.3260540,46.1040880,176.47058823529412
255663.73,69220,Belleville-en-Beaujolais,Maison,149.00,800.00,4.7401340,46.1042440,1715.8639597315437
125000.00,69470,Cours,Maison,95.00,1030.00,4.3228420,46.1052060,1315.7894736842106
106005.00,69470,Cours,Maison,82.00,284.00,4.3292150,46.1057880,1292.7439024390244
50000.00,69430,Marchampt,Maison,86.00,22.00,4.5824310,46.1060090,581.3953488372093
161000.00,69870,Claveisolles,Maison,108.00,500.00,4.5036130,46.1063430,1490.7407407407406
230000.00,69870,Claveisolles,Maison,70.00,3001.00,4.4974720,46.1068170,3285.714285714286
95000.00,69220,Belleville-en-Beaujolais,Maison,35.00,141.00,4.7495990,46.1072870,2714.285714285714
78000.00,69470,Cours,Maison,82.00,218.00,4.3226080,46.1072890,951.219512195122
113840.00,69220,Belleville-en-Beaujolais,Appartement,39.00,,4.7497690,46.1073870,2918.974358974359
209790.00,69220,Belleville-en-Beaujolais,Maison,65.00,462.00,4.7378480,46.1075990,3227.5384615384614
175500.00,69220,Belleville-en-Beaujolais,Appartement,61.00,,4.7522120,46.1076330,2877.0491803278687
320350.00,69220,Belleville-en-Beaujolais,Maison,111.00,913.00,4.7241260,46.1077140,2886.036036036036
180000.00,69220,Belleville-en-Beaujolais,Maison,94.00,710.00,4.7467740,46.1077650,1914.8936170212767
415000.00,69220,Belleville-en-Beaujolais,Maison,109.00,901.00,4.7220290,46.1078660,3807.3394495412845
125000.00,69220,Belleville-en-Beaujolais,Appartement,54.00,,4.7520600,46.1080200,2314.814814814815
215680.00,69220,Belleville-en-Beaujolais,Maison,111.00,254.00,4.7204340,46.1081700,1943.063063063063
168000.00,69220,Belleville-en-Beaujolais,Appartement,55.00,,4.7449950,46.1083550,3054.5454545454545
265000.00,69470,Cours,Maison,110.00,614.00,4.3221110,46.1086130,2409.090909090909
210980.00,69220,Belleville-en-Beaujolais,Maison,79.00,260.00,4.7359660,46.1087480,2670.6329113924053
400000.00,69220,Belleville-en-Beaujolais,Maison,185.00,1099.00,4.7394130,46.1089240,2162.162162162162
231900.00,69220,Saint-Lager,Maison,92.00,701.00,4.6717830,46.1091320,2520.6521739130435
230000.00,69220,Belleville-en-Beaujolais,Maison,89.00,295.00,4.7213930,46.1092330,2584.2696629213483
290000.00,69220,Belleville-en-Beaujolais,Appartement,67.00,148.00,4.7485160,46.1092530,4328.358208955224
250000.00,69220,Belleville-en-Beaujolais,Appartement,90.00,,4.7395760,46.1095610,2777.777777777778
130000.00,69220,Belleville-en-Beaujolais,Maison,124.00,77.00,4.7493060,46.1095950,1048.3870967741937
118000.00,69220,Belleville-en-Beaujolais,Appartement,66.00,,4.7492610,46.1097010,1787.878787878788
128325.00,69220,Belleville-en-Beaujolais,Maison,74.00,61.00,4.7485140,46.1097070,1734.1216216216217
40000.00,69430,Marchampt,Maison,56.00,337.00,4.5669850,46.1097250,714.2857142857143
85900.00,69220,Belleville-en-Beaujolais,Appartement,38.00,,4.7454090,46.1099230,2260.5263157894738
435032.00,69220,Saint-Lager,Maison,131.00,523.00,4.6711290,46.1101100,3320.8549618320612
244350.00,69220,Belleville-en-Beaujolais,Maison,100.00,110.00,4.7500530,46.1102320,2443.5
409760.00,69220,Belleville-en-Beaujolais,Maison,152.00,1001.00,4.7195940,46.1103120,2695.7894736842104
471480.00,69220,Belleville-en-Beaujolais,Maison,106.00,697.00,4.7179540,46.1105200,4447.924528301887
55000.00,69220,Belleville-en-Beaujolais,Appartement,37.00,,4.7500870,46.1105520,1486.4864864864865
185000.00,69220,Belleville-en-Beaujolais,Maison,84.00,122.00,4.7506920,46.1105870,2202.3809523809523
180000.00,69470,Cours,Maison,126.00,410.00,4.3454250,46.1106280,1428.5714285714287
408000.00,69220,Belleville-en-Beaujolais,Maison,200.00,627.00,4.7267370,46.1110960,2040.0
300740.00,69220,Belleville-en-Beaujolais,Maison,100.00,363.00,4.7206540,46.1110970,3007.4
338370.00,69220,Belleville-en-Beaujolais,Maison,128.00,164.00,4.7501680,46.1111560,2643.515625
183000.00,69220,Belleville-en-Beaujolais,Appartement,70.00,,4.7358010,46.1111610,2614.285714285714
300000.00,69220,Belleville-en-Beaujolais,Maison,108.00,251.00,4.7425840,46.1111620,2777.777777777778
225000.00,69220,Saint-Lager,Appartement,115.00,,4.6721590,46.1111910,1956.5217391304348
330000.00,69220,Belleville-en-Beaujolais,Maison,90.00,518.00,4.7210430,46.1112420,3666.6666666666665
420000.00,69220,Belleville-en-Beaujolais,Appartement,20.00,737.00,4.7381280,46.1112650,21000.0
348000.00,69430,Quincié-en-Beaujolais,Maison,85.00,,4.6319360,46.1112980,4094.1176470588234
82500.00,69220,Belleville-en-Beaujolais,Maison,93.00,304.00,4.7191830,46.1113400,887.0967741935484
182400.00,69220,Belleville-en-Beaujolais,Appartement,57.00,,4.7335710,46.1115660,3200.0
275000.00,69430,Marchampt,Maison,122.00,790.00,4.5840280,46.1115850,2254.098360655738
168200.00,69220,Belleville-en-Beaujolais,Appartement,42.00,,4.7467900,46.1119740,4004.7619047619046
372000.00,69220,Belleville-en-Beaujolais,Appartement,73.00,20.00,4.7352650,46.1121650,5095.890410958904
57000.00,69220,Belleville-en-Beaujolais,Appartement,31.00,,4.7345740,46.1122960,1838.7096774193549
295000.00,69220,Belleville-en-Beaujolais,Maison,101.00,440.00,4.7256940,46.1123730,2920.792079207921
203500.00,69220,Saint-Lager,Maison,100.00,926.00,4.6716790,46.1128850,2035.0
201000.00,69220,Belleville-en-Beaujolais,Appartement,98.00,,4.7281880,46.1131060,2051.0204081632655
151000.00,69220,Belleville-en-Beaujolais,Appartement,71.00,,4.7298800,46.1131460,2126.760563380282
320000.00,69220,Belleville-en-Beaujolais,Maison,67.00,172.00,4.7275630,46.1131630,4776.119402985075
321500.00,69220,Taponas,Maison,139.00,918.00,4.7507940,46.1136120,2312.94964028777
230000.00,69220,Belleville-en-Beaujolais,Maison,129.00,,4.7411420,46.1136940,1782.9457364341085
436666.34,69220,Belleville-en-Beaujolais,Maison,100.00,551.00,4.7450650,46.1137680,4366.6634
193400.00,69220,Belleville-en-Beaujolais,Maison,94.00,502.00,4.7207150,46.1139460,2057.446808510638
355690.00,69220,Belleville-en-Beaujolais,Maison,114.00,850.00,4.7173800,46.1142930,3120.0877192982457
375000.00,69220,Saint-Lager,Maison,158.00,776.00,4.6878930,46.1143790,2373.4177215189875
280000.00,69220,Belleville-en-Beaujolais,Maison,135.00,1647.00,4.7280740,46.1144490,2074.074074074074
291850.00,69220,Belleville-en-Beaujolais,Maison,85.00,329.00,4.7433780,46.1145550,3433.529411764706
278000.00,69220,Belleville-en-Beaujolais,Maison,94.00,451.00,4.7420980,46.1146530,2957.446808510638
436666.34,69220,Belleville-en-Beaujolais,Maison,105.00,552.00,4.7452360,46.1147820,4158.727047619048
395000.00,69220,Belleville-en-Beaujolais,Maison,180.00,956.00,4.7021420,46.1148360,2194.4444444444443
233700.00,69220,Taponas,Maison,104.00,400.00,4.7480640,46.1151040,2247.1153846153848
183700.00,69220,Belleville-en-Beaujolais,Appartement,132.00,,4.7146540,46.1151130,1391.6666666666667
318350.00,69220,Saint-Lager,Maison,133.00,819.00,4.6763870,46.1151260,2393.6090225563908
314000.00,69220,Belleville-en-Beaujolais,Maison,111.00,600.00,4.7451960,46.1152130,2828.828828828829
245000.00,69220,Belleville-en-Beaujolais,Maison,84.00,506.00,4.7248620,46.1152350,2916.6666666666665
225000.00,69220,Saint-Lager,Maison,120.00,515.00,4.6697840,46.1153300,1875.0
335000.00,69220,Saint-Lager,Appartement,61.00,419.00,4.6702590,46.1153550,5491.803278688524
6289385.00,69220,Saint-Lager,Maison,159.00,7296.00,4.6725940,46.1154820,39555.88050314465
162000.00,69470,Cours,Maison,92.00,393.00,4.3315810,46.1157750,1760.8695652173913
264000.00,69220,Belleville-en-Beaujolais,Maison,97.00,737.00,4.7424490,46.1157880,2721.6494845360826
108000.00,69470,Cours,Maison,94.00,1265.00,4.3289390,46.1160640,1148.936170212766
223900.00,69220,Belleville-en-Beaujolais,Maison,90.00,600.00,4.7450500,46.1161590,2487.777777777778
145000.00,69870,Claveisolles,Maison,110.00,800.00,4.5107180,46.1163260,1318.1818181818182
364000.00,69430,Quincié-en-Beaujolais,Maison,115.00,2540.00,4.6083150,46.1166410,3165.217391304348
262000.00,69220,Belleville-en-Beaujolais,Maison,124.00,83.00,4.7204670,46.1167890,2112.9032258064517
25000.00,69870,Claveisolles,Maison,60.00,530.00,4.5167120,46.1171660,416.6666666666667
164000.00,69470,Cours,Maison,64.00,230.00,4.3780620,46.1173460,2562.5
231850.00,69220,Belleville-en-Beaujolais,Maison,99.00,420.00,4.7209540,46.1173800,2341.919191919192
88000.00,69470,Cours,Maison,79.00,770.00,4.3796120,46.1174050,1113.9240506329113
266150.00,69220,Belleville-en-Beaujolais,Maison,121.00,833.00,4.7436310,46.1174780,2199.586776859504
338150.00,69220,Saint-Lager,Maison,79.00,1081.00,4.6960320,46.1176200,4280.379746835443
463000.00,69430,Quincié-en-Beaujolais,Maison,75.00,,4.6356600,46.1178320,6173.333333333333
470000.00,69430,Quincié-en-Beaujolais,Maison,173.00,385.00,4.6196990,46.1178730,2716.7630057803467
200000.00,69470,Cours,Appartement,55.00,,4.3410980,46.1179450,3636.3636363636365
228970.00,69870,Claveisolles,Maison,168.00,690.00,4.5182320,46.1179740,1362.9166666666667
315000.00,69220,Belleville-en-Beaujolais,Maison,108.00,273.00,4.7400630,46.1180820,2916.6666666666665
259550.00,69220,Belleville-en-Beaujolais,Maison,93.00,585.00,4.7440120,46.1181860,2790.8602150537636
245000.00,69220,Belleville-en-Beaujolais,Maison,93.00,462.00,4.7425200,46.1186380,2634.4086021505377
223900.00,69220,Cercié,Maison,118.00,206.00,4.6705680,46.1189610,1897.457627118644
249600.00,69220,Belleville-en-Beaujolais,Maison,96.00,195.00,4.7386890,46.1189630,2600.0
190000.00,69430,Quincié-en-Beaujolais,Maison,110.00,140.00,4.6056150,46.1189890,1727.2727272727273
185000.00,69430,Quincié-en-Beaujolais,Maison,60.00,830.00,4.6080100,46.1192660,3083.3333333333335
187060.00,69220,Cercié,Maison,91.00,170.00,4.6691250,46.1195980,2055.6043956043954
370000.00,69220,Cercié,Appartement,80.00,248.00,4.6716190,46.1196940,4625.0
179000.00,69220,Cercié,Maison,56.00,380.00,4.6728240,46.1198840,3196.4285714285716
109000.00,69430,Quincié-en-Beaujolais,Maison,67.00,41.00,4.6151970,46.1198920,1626.865671641791
120000.00,69430,Quincié-en-Beaujolais,Appartement,77.00,,4.6174250,46.1205200,1558.4415584415585
207950.00,69470,Cours,Maison,145.00,780.00,4.3472590,46.1207110,1434.1379310344828
221300.00,69430,Quincié-en-Beaujolais,Maison,115.00,951.00,4.6180230,46.1207280,1924.3478260869565
298270.00,69870,Poule-les-Écharmeaux,Maison,142.00,420.00,4.4570100,46.1210240,2100.492957746479
126500.00,69220,Taponas,Maison,96.00,470.00,4.7666590,46.1212910,1317.7083333333333
69750.00,69470,Cours,Maison,80.00,280.00,4.3478940,46.1216880,871.875
33000.00,69470,Cours,Maison,85.00,430.00,4.3478980,46.1220890,388.2352941176471
179000.00,69470,Cours,Maison,115.00,544.00,4.3377490,46.1222090,1556.5217391304348
380000.00,69220,Belleville-en-Beaujolais,Maison,126.00,763.00,4.7401670,46.1222330,3015.873015873016
262290.00,69220,Taponas,Maison,127.00,697.00,4.7632150,46.1224300,2065.2755905511813
122000.00,69220,Belleville-en-Beaujolais,Appartement,65.00,,4.7371640,46.1225230,1876.923076923077
335800.00,69430,Quincié-en-Beaujolais,Maison,91.00,859.00,4.6257170,46.1235020,3690.1098901098903
205000.00,69430,Quincié-en-Beaujolais,Maison,115.00,232.00,4.6285300,46.1237470,1782.608695652174
29750.00,69470,Ranchal,Maison,102.00,1540.00,4.3906370,46.1240170,291.6666666666667
85000.00,69470,Cours,Maison,77.00,85.00,4.3325270,46.1250100,1103.8961038961038
260000.00,69220,Belleville-en-Beaujolais,Maison,103.00,638.00,4.7390410,46.1256090,2524.2718446601943
70000.00,69430,Quincié-en-Beaujolais,Maison,95.00,1059.00,4.6212990,46.1261400,736.8421052631579
200000.00,69220,Belleville-en-Beaujolais,Maison,90.00,822.00,4.7383370,46.1268580,2222.222222222222
505350.00,69430,Quincié-en-Beaujolais,Maison,140.00,920.00,4.6172540,46.1277220,3609.6428571428573
250000.00,69220,Belleville-en-Beaujolais,Maison,95.00,441.00,4.7297700,46.1291190,2631.5789473684213
52000.00,69470,Ranchal,Maison,120.00,386.00,4.3979950,46.1295110,433.3333333333333
280000.00,69220,Cercié,Maison,73.00,532.00,4.6869300,46.1300360,3835.6164383561645
240823.00,69220,Taponas,Maison,96.00,700.00,4.7589700,46.1309760,2508.5729166666665
283950.00,69220,Taponas,Maison,60.00,577.00,4.7606770,46.1315910,4732.5
100000.00,69470,Ranchal,Maison,62.00,,4.4062570,46.1327000,1612.9032258064517
240000.00,69470,Cours,Maison,120.00,183.00,4.3547660,46.1344030,2000.0
70000.00,69430,Quincié-en-Beaujolais,Maison,47.00,,4.6035840,46.1349270,1489.3617021276596
210000.00,69430,Quincié-en-Beaujolais,Maison,110.00,76.00,4.6036700,46.1349650,1909.090909090909
1000000.00,69430,Régnié-Durette,Maison,75.00,7695.00,4.6469800,46.1370870,13333.333333333334
25000.00,69430,Quincié-en-Beaujolais,Maison,100.00,787.00,4.6018090,46.1381270,250.0
217550.00,69430,Beaujeu,Maison,110.00,446.00,4.5689340,46.1381740,1977.7272727272727
328200.00,69470,Ranchal,Maison,118.00,7175.00,4.3946950,46.1382040,2781.35593220339
135000.00,69430,Lantignié,Maison,163.00,767.00,4.6152420,46.1391600,828.2208588957055
650000.00,69220,Belleville-en-Beaujolais,Maison,194.00,1300.00,4.7502130,46.1418840,3350.5154639175257
45000.00,69910,Villié-Morgon,Maison,100.00,264.00,4.6783070,46.1427910,450.0
147300.00,69430,Beaujeu,Appartement,43.00,386.00,4.5824590,46.1438430,3425.5813953488373
171500.00,69430,Beaujeu,Maison,108.00,60.00,4.5828650,46.1439640,1587.962962962963
110000.00,69430,Saint-Didier-sur-Beaujeu,Maison,70.00,1047.00,4.5123900,46.1450810,1571.4285714285713
180000.00,69910,Villié-Morgon,Maison,150.00,242.00,4.6796440,46.1452490,1200.0
80000.00,69430,Régnié-Durette,Maison,53.00,192.00,4.6425810,46.1459690,1509.433962264151
230000.00,69910,Villié-Morgon,Maison,60.00,733.00,4.6744720,46.1460790,3833.3333333333335
83000.00,69910,Villié-Morgon,Maison,100.00,258.00,4.6754560,46.1461010,830.0
334000.00,69430,Beaujeu,Maison,142.00,956.00,4.5973090,46.1461870,2352.112676056338
240100.00,69430,Beaujeu,Maison,84.00,782.00,4.5968470,46.1464430,2858.3333333333335
210500.00,69430,Beaujeu,Maison,89.00,593.00,4.5967970,46.1467440,2365.1685393258426
230000.00,69430,Régnié-Durette,Maison,101.00,343.00,4.6516700,46.1467760,2277.227722772277
210000.00,69910,Villié-Morgon,Maison,50.00,325.00,4.6851080,46.1469760,4200.0
205000.00,69430,Beaujeu,Maison,97.00,496.00,4.5965550,46.1473490,2113.40206185567
110000.00,69870,Poule-les-Écharmeaux,Appartement,80.00,225.00,4.4571840,46.1478350,1375.0
118000.00,69870,Poule-les-Écharmeaux,Maison,59.00,298.00,4.4621710,46.1484800,2000.0
52500.00,69870,Poule-les-Écharmeaux,Maison,172.00,160.00,4.4576180,46.1485740,305.2325581395349
122000.00,69870,Poule-les-Écharmeaux,Maison,95.00,80.00,4.4568230,46.1486560,1284.2105263157894
48240.00,69870,Poule-les-Écharmeaux,Appartement,56.00,,4.4579890,46.1489140,861.4285714285714
365000.00,69430,Régnié-Durette,Maison,154.00,500.00,4.6409470,46.1492240,2370.12987012987
180000.00,69220,Dracé,Maison,78.00,1288.00,4.7763460,46.1493360,2307.6923076923076
66000.00,69220,Dracé,Maison,56.00,758.00,4.7979460,46.1496310,1178.5714285714287
120000.00,69430,Beaujeu,Maison,119.00,156.00,4.5938490,46.1511050,1008.4033613445379
297800.00,69870,Poule-les-Écharmeaux,Maison,150.00,881.00,4.4563420,46.1514740,1985.3333333333333
355900.00,69220,Corcelles-en-Beaujolais,Maison,122.00,650.00,4.7352740,46.1515080,2917.2131147540986
195000.00,69430,Beaujeu,Maison,60.00,123.00,4.5936230,46.1519360,3250.0
250000.00,69220,Corcelles-en-Beaujolais,Maison,104.00,661.00,4.7283290,46.1522150,2403.846153846154
5000.00,69430,Lantignié,Maison,122.00,47.00,4.6074160,46.1525990,40.98360655737705
478720.00,69220,Corcelles-en-Beaujolais,Maison,195.00,1202.00,4.7287330,46.1528150,2454.974358974359
