valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,surface_terrain,longitude,latitude,prix_du_m_carre
125000.00,69003,Lyon 3e Arrondissement,Appartement,33.00,,4.8813930,45.7464450,3787.878787878788
1792600.00,69110,Sainte-Foy-lès-Lyon,Maison,259.00,269.00,4.8099600,45.7464560,6921.235521235521
790000.00,69003,Lyon 3e Arrondissement,Maison,120.00,501.00,4.8877970,45.7464850,6583.333333333333
360000.00,69003,Lyon 3e Arrondissement,Appartement,81.00,,4.8796490,45.7464970,4444.444444444444
187230.00,69007,Lyon 7e Arrondissement,Appartement,34.00,,4.8341450,45.7465130,5506.764705882353
295000.00,69007,Lyon 7e Arrondissement,Appartement,64.00,,4.8511220,45.7465200,4609.375
440000.00,69500,Bron,Maison,78.00,705.00,4.9112810,45.7465230,5641.025641025641
800000.00,69120,Vaulx-en-Velin,Maison,57.00,776.00,4.9259870,45.7465590,14035.087719298246
534650.00,69290,Grézieu-la-Varenne,Maison,202.00,900.00,4.6964460,45.7466080,2646.7821782178216
364150.00,69007,Lyon 7e Arrondissement,Appartement,78.00,,4.8476390,45.7466320,4668.589743589743
370000.00,69680,Chassieu,Maison,104.00,512.00,4.9605600,45.7466780,3557.6923076923076
570500.00,69008,Lyon 8e Arrondissement,Appartement,109.00,,4.8660190,45.7467040,5233.94495412844
217000.00,69007,Lyon 7e Arrondissement,Appartement,33.00,,4.8435420,45.7467060,6575.757575757576
220000.00,69003,Lyon 3e Arrondissement,Appartement,52.00,,4.8837100,45.7467410,4230.7692307692305
205000.00,69120,Vaulx-en-Velin,Maison,58.00,189.00,4.9267980,45.7467920,3534.4827586206898
215000.00,69007,Lyon 7e Arrondissement,Appartement,34.00,,4.8342640,45.7468400,6323.529411764706
221750.00,69007,Lyon 7e Arrondissement,Appartement,42.00,,4.8573230,45.7468400,5279.761904761905
360000.00,69003,Lyon 3e Arrondissement,Appartement,52.00,,4.8846690,45.7468780,6923.076923076923
597050.00,69680,Chassieu,Maison,147.00,804.00,4.9829290,45.7469070,4061.5646258503402
155000.00,69008,Lyon 8e Arrondissement,Appartement,27.00,,4.8621400,45.7469110,5740.740740740741
570000.00,69003,Lyon 3e Arrondissement,Maison,71.00,308.00,4.8800450,45.7469200,8028.169014084507
485000.00,69290,Craponne,Appartement,140.00,409.00,4.7276700,45.7469210,3464.285714285714
160000.00,69002,Lyon 2e Arrondissement,Appartement,34.00,,4.8281990,45.7469210,4705.882352941177
597950.00,69290,Craponne,Maison,109.00,468.00,4.7437580,45.7469340,5485.779816513761
501300.00,69003,Lyon 3e Arrondissement,Appartement,101.00,,4.8684000,45.7469360,4963.366336633663
615000.00,69290,Craponne,Maison,120.00,253.00,4.7466220,45.7469750,5125.0
500000.00,69110,Sainte-Foy-lès-Lyon,Appartement,118.00,,4.7973760,45.7469770,4237.28813559322
160000.00,69500,Bron,Appartement,28.00,,4.9124310,45.7469960,5714.285714285715
192500.00,69007,Lyon 7e Arrondissement,Appartement,40.00,,4.8385350,45.7470180,4812.5
277750.00,69005,Lyon 5e Arrondissement,Appartement,51.00,,4.7886640,45.7470370,5446.078431372549
190000.00,69003,Lyon 3e Arrondissement,Appartement,40.00,,4.8816290,45.7470550,4750.0
375000.00,69290,Craponne,Appartement,84.00,,4.7197440,45.7470740,4464.285714285715
120000.00,69007,Lyon 7e Arrondissement,Appartement,20.00,,4.8586110,45.7470830,6000.0
258130.00,69290,Craponne,Appartement,80.00,,4.7207420,45.7470940,3226.625
178000.00,69008,Lyon 8e Arrondissement,Appartement,35.00,,4.8620510,45.7471560,5085.714285714285
42857.14,69290,Grézieu-la-Varenne,Appartement,75.00,,4.6950600,45.7471810,571.4285333333333
255000.00,69003,Lyon 3e Arrondissement,Appartement,48.00,,4.8809440,45.7471890,5312.5
404750.00,69680,Chassieu,Maison,90.00,440.00,4.9737620,45.7471980,4497.222222222223
151000.00,69007,Lyon 7e Arrondissement,Appartement,28.00,,4.8558650,45.7472040,5392.857142857143
213000.00,69003,Lyon 3e Arrondissement,Appartement,48.00,,4.8812220,45.7472090,4437.5
273300.00,69340,Francheville,Appartement,62.00,,4.7534170,45.7472160,4408.064516129032
230000.00,69500,Bron,Maison,65.00,530.00,4.9183180,45.7472190,3538.4615384615386
350610.00,69007,Lyon 7e Arrondissement,Appartement,60.00,,4.8374060,45.7472290,5843.5
243000.00,69007,Lyon 7e Arrondissement,Appartement,45.00,,4.8376350,45.7472490,5400.0
772000.00,69680,Chassieu,Maison,150.00,573.00,4.9723550,45.7472550,5146.666666666667
400000.00,69340,Francheville,Maison,115.00,504.00,4.7594960,45.7472610,3478.2608695652175
700864.00,69290,Grézieu-la-Varenne,Maison,127.00,500.00,4.6786840,45.7472810,5518.614173228347
204000.00,69007,Lyon 7e Arrondissement,Appartement,38.00,,4.8385530,45.7472860,5368.421052631579
450000.00,69002,Lyon 2e Arrondissement,Appartement,91.00,,4.8237090,45.7473050,4945.054945054945
207000.00,69007,Lyon 7e Arrondissement,Appartement,46.00,,4.8341390,45.7473210,4500.0
243550.00,69003,Lyon 3e Arrondissement,Appartement,42.00,,4.8817920,45.7473260,5798.809523809524
107800.00,69003,Lyon 3e Arrondissement,Appartement,43.00,,4.8749360,45.7473340,2506.9767441860463
280000.00,69007,Lyon 7e Arrondissement,Appartement,64.00,,4.8394180,45.7473420,4375.0
310000.00,69007,Lyon 7e Arrondissement,Appartement,43.00,,4.8423680,45.7473900,7209.302325581395
360000.00,69330,Pusignan,Maison,130.00,345.00,5.0714640,45.7473910,2769.230769230769
375000.00,69003,Lyon 3e Arrondissement,Appartement,87.00,,4.8717620,45.7474150,4310.3448275862065
1180000.00,69340,Francheville,Maison,200.00,500.00,4.7754110,45.7474250,5900.0
354150.00,69340,Francheville,Maison,78.00,192.00,4.7715830,45.7474300,4540.384615384615
348000.00,69007,Lyon 7e Arrondissement,Appartement,56.00,,4.8422880,45.7474390,6214.285714285715
218000.00,69290,Grézieu-la-Varenne,Appartement,65.00,,4.6891230,45.7474400,3353.846153846154
4800000.00,69150,Décines-Charpieu,Maison,122.00,3563.00,4.9342060,45.7474440,39344.262295081964
409000.00,69110,Sainte-Foy-lès-Lyon,Appartement,104.00,,4.7968130,45.7474480,3932.6923076923076
641310.00,69110,Sainte-Foy-lès-Lyon,Appartement,98.00,,4.8070590,45.7474670,6543.9795918367345
210000.00,69003,Lyon 3e Arrondissement,Appartement,50.00,,4.8750850,45.7474950,4200.0
330000.00,69007,Lyon 7e Arrondissement,Appartement,73.00,,4.8390740,45.7475130,4520.54794520548
215000.00,69007,Lyon 7e Arrondissement,Appartement,55.00,,4.8418710,45.7475200,3909.090909090909
470000.00,69680,Chassieu,Maison,109.00,903.00,4.9819740,45.7475540,4311.926605504587
207500.00,69340,Francheville,Appartement,42.00,,4.7568080,45.7475550,4940.476190476191
175000.00,69290,Craponne,Appartement,45.00,,4.7365170,45.7475800,3888.8888888888887
250000.00,69290,Grézieu-la-Varenne,Maison,126.00,45.00,4.6906100,45.7475940,1984.126984126984
392500.00,69290,Craponne,Maison,90.00,281.00,4.7261210,45.7476320,4361.111111111111
289000.00,69003,Lyon 3e Arrondissement,Appartement,51.00,,4.8670690,45.7476640,5666.666666666667
420000.00,69680,Chassieu,Maison,85.00,535.00,4.9689630,45.7476670,4941.176470588235
252000.00,69002,Lyon 2e Arrondissement,Appartement,84.00,,4.8291410,45.7477110,3000.0
222000.00,69007,Lyon 7e Arrondissement,Appartement,36.00,,4.8392440,45.7477160,6166.666666666667
440000.00,69007,Lyon 7e Arrondissement,Appartement,88.00,,4.8349060,45.7477190,5000.0
130000.00,69003,Lyon 3e Arrondissement,Appartement,32.00,,4.8735310,45.7477270,4062.5
875000.00,69007,Lyon 7e Arrondissement,Appartement,78.00,267.00,4.8401040,45.7477440,11217.948717948719
740000.00,69003,Lyon 3e Arrondissement,Maison,74.00,437.00,4.8903310,45.7477490,10000.0
250700.00,69007,Lyon 7e Arrondissement,Appartement,50.00,,4.8469480,45.7477570,5014.0
295000.00,69003,Lyon 3e Arrondissement,Appartement,53.00,,4.8803190,45.7477700,5566.037735849057
334000.00,69007,Lyon 7e Arrondissement,Appartement,68.00,,4.8346620,45.7477790,4911.764705882353
169500.00,69290,Grézieu-la-Varenne,Appartement,44.00,,4.6954090,45.7477900,3852.2727272727275
615000.00,69340,Francheville,Maison,120.00,,4.7668090,45.7477950,5125.0
431850.00,69290,Grézieu-la-Varenne,Maison,101.00,160.00,4.6897840,45.7477980,4275.742574257426
241710.00,69290,Craponne,Appartement,66.00,,4.7258480,45.7478220,3662.2727272727275
120000.00,69350,La Mulatière,Appartement,30.00,,4.8150670,45.7478610,4000.0
425000.00,69500,Bron,Maison,100.00,1160.00,4.9182120,45.7478660,4250.0
170000.00,69007,Lyon 7e Arrondissement,Appartement,30.00,,4.8390780,45.7478740,5666.666666666667
436500.00,69290,Craponne,Maison,108.00,300.00,4.7183420,45.7479150,4041.6666666666665
110400.00,69007,Lyon 7e Arrondissement,Appartement,29.00,,4.8551300,45.7479150,3806.896551724138
299000.00,69007,Lyon 7e Arrondissement,Appartement,50.00,,4.8349180,45.7479300,5980.0
207000.00,69007,Lyon 7e Arrondissement,Appartement,60.00,,4.8556390,45.7479330,3450.0
179000.00,69690,Brussieu,Maison,135.00,145.00,4.5246270,45.7479620,1325.9259259259259
117100.00,69007,Lyon 7e Arrondissement,Appartement,30.00,,4.8360270,45.7479680,3903.3333333333335
348000.00,69007,Lyon 7e Arrondissement,Appartement,58.00,,4.8382420,45.7479990,6000.0
248000.00,69290,Craponne,Appartement,69.00,,4.7276130,45.7480050,3594.2028985507245
523400.00,69340,Francheville,Maison,75.00,256.00,4.7615220,45.7480160,6978.666666666667
626701.00,69003,Lyon 3e Arrondissement,Appartement,28.00,,4.8646830,45.7480160,22382.178571428572
160000.00,69003,Lyon 3e Arrondissement,Appartement,67.00,,4.8692220,45.7480260,2388.0597014925374
275000.00,69290,Craponne,Appartement,72.00,,4.7114670,45.7480350,3819.4444444444443
830000.00,69290,Craponne,Maison,255.00,500.00,4.7225200,45.7480490,3254.901960784314
283000.00,69003,Lyon 3e Arrondissement,Appartement,59.00,,4.8701000,45.7480790,4796.610169491525
165000.00,69500,Bron,Appartement,66.00,,4.9187550,45.7480830,2500.0
87500.00,69003,Lyon 3e Arrondissement,Appartement,30.00,,4.8645840,45.7481070,2916.6666666666665
740500.00,69003,Lyon 3e Arrondissement,Appartement,137.00,,4.8747180,45.7481110,5405.109489051095
170000.00,69007,Lyon 7e Arrondissement,Appartement,32.00,,4.8397260,45.7481130,5312.5
80000.00,69500,Bron,Appartement,48.00,,4.9181970,45.7481500,1666.6666666666667
395000.00,69110,Sainte-Foy-lès-Lyon,Appartement,96.00,,4.8050930,45.7481720,4114.583333333333
376000.00,69007,Lyon 7e Arrondissement,Appartement,67.00,,4.8432220,45.7482030,5611.940298507463
1000.00,69007,Lyon 7e Arrondissement,Appartement,58.00,,4.8403930,45.7482150,17.24137931034483
199700.00,69003,Lyon 3e Arrondissement,Appartement,31.00,,4.8671390,45.7482390,6441.935483870968
435000.00,69007,Lyon 7e Arrondissement,Appartement,65.00,,4.8389810,45.7482700,6692.307692307692
677700.00,69005,Lyon 5e Arrondissement,Maison,108.00,516.00,4.7842750,45.7482970,6275.0
964421.00,69290,Craponne,Maison,166.00,525.00,4.7254990,45.7483190,5809.765060240964
1251500.00,69007,Lyon 7e Arrondissement,Appartement,110.00,,4.8347010,45.7483220,11377.272727272728
414000.00,69290,Grézieu-la-Varenne,Appartement,108.00,,4.6688360,45.7483330,3833.3333333333335
700000.00,69003,Lyon 3e Arrondissement,Appartement,118.00,,4.8894170,45.7483400,5932.203389830508
286000.00,69003,Lyon 3e Arrondissement,Appartement,44.00,,4.8680190,45.7483600,6500.0
171900.00,69290,Craponne,Maison,43.00,12.00,4.7211390,45.7483680,3997.6744186046512
210000.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8693990,45.7483790,4468.085106382979
724550.00,69690,Brussieu,Maison,70.00,150.00,4.5243760,45.7483830,10350.714285714286
807400.00,69007,Lyon 7e Arrondissement,Appartement,189.00,,4.8481650,45.7483840,4271.957671957672
414600.00,69290,Craponne,Appartement,86.00,,4.7277960,45.7483920,4820.930232558139
420000.00,69500,Bron,Maison,95.00,232.00,4.9113820,45.7484090,4421.0526315789475
95000.00,69003,Lyon 3e Arrondissement,Appartement,28.00,,4.8853600,45.7484340,3392.8571428571427
135000.00,69007,Lyon 7e Arrondissement,Appartement,20.00,,4.8520020,45.7484560,6750.0
237000.00,69007,Lyon 7e Arrondissement,Appartement,55.00,,4.8518170,45.7484790,4309.090909090909
1000000.00,69003,Lyon 3e Arrondissement,Appartement,51.00,173.00,4.8645710,45.7485180,19607.843137254902
443700.00,69007,Lyon 7e Arrondissement,Appartement,86.00,,4.8391450,45.7485230,5159.302325581395
102000.00,69003,Lyon 3e Arrondissement,Appartement,26.00,,4.8869530,45.7485390,3923.076923076923
199000.00,69290,Grézieu-la-Varenne,Maison,45.00,452.00,4.6691840,45.7485460,4422.222222222223
610700.00,69007,Lyon 7e Arrondissement,Appartement,98.00,,4.8456340,45.7485470,6231.632653061224
300000.00,69003,Lyon 3e Arrondissement,Appartement,70.00,,4.8675770,45.7485550,4285.714285714285
159050.00,69003,Lyon 3e Arrondissement,Appartement,30.00,,4.8831150,45.7485930,5301.666666666667
167000.00,69007,Lyon 7e Arrondissement,Appartement,28.00,,4.8538700,45.7485950,5964.285714285715
373694.00,69003,Lyon 3e Arrondissement,Appartement,70.00,,4.8704390,45.7485950,5338.4857142857145
457000.00,69007,Lyon 7e Arrondissement,Appartement,85.00,,4.8554950,45.7485980,5376.470588235294
285000.00,69290,Craponne,Maison,47.00,138.00,4.7182990,45.7486110,6063.829787234043
130400.00,69007,Lyon 7e Arrondissement,Appartement,25.00,,4.8512480,45.7486620,5216.0
524400.00,69003,Lyon 3e Arrondissement,Appartement,40.00,154.00,4.8814530,45.7486860,13110.0
245500.00,69340,Francheville,Appartement,50.00,,4.7653730,45.7486980,4910.0
13500.00,69003,Lyon 3e Arrondissement,Appartement,174.00,,4.8848650,45.7487030,77.58620689655173
800000.00,69120,Vaulx-en-Velin,Maison,88.00,1316.00,4.9199920,45.7487190,9090.90909090909
110000.00,69007,Lyon 7e Arrondissement,Appartement,27.00,,4.8348770,45.7487500,4074.074074074074
205000.00,69290,Grézieu-la-Varenne,Appartement,39.00,,4.6944170,45.7487570,5256.410256410257
320000.00,69120,Vaulx-en-Velin,Maison,95.00,245.00,4.9275550,45.7487990,3368.4210526315787
540000.00,69003,Lyon 3e Arrondissement,Appartement,106.00,,4.8672510,45.7488050,5094.33962264151
700000.00,69120,Vaulx-en-Velin,Appartement,60.00,661.00,4.9202510,45.7488190,11666.666666666666
1185000.00,69003,Lyon 3e Arrondissement,Maison,94.00,678.00,4.8853380,45.7488260,12606.382978723404
290800.00,69003,Lyon 3e Arrondissement,Appartement,39.00,,4.8675930,45.7488350,7456.410256410257
511950.00,69007,Lyon 7e Arrondissement,Appartement,86.00,,4.8551130,45.7488660,5952.906976744186
145000.00,69007,Lyon 7e Arrondissement,Appartement,30.00,,4.8378130,45.7488920,4833.333333333333
187000.00,69007,Lyon 7e Arrondissement,Appartement,32.00,,4.8488290,45.7489350,5843.75
712050.00,69110,Sainte-Foy-lès-Lyon,Maison,127.00,254.00,4.8026830,45.7489730,5606.692913385827
369000.00,69007,Lyon 7e Arrondissement,Appartement,63.00,,4.8420090,45.7489910,5857.142857142857
446000.00,69007,Lyon 7e Arrondissement,Appartement,68.00,,4.8357930,45.7490150,6558.823529411765
315000.00,69003,Lyon 3e Arrondissement,Appartement,55.00,,4.8825190,45.7490520,5727.272727272727
386000.00,69007,Lyon 7e Arrondissement,Appartement,78.00,,4.8396140,45.7490690,4948.717948717948
157501.00,69500,Bron,Appartement,63.00,,4.9027020,45.7490780,2500.0158730158732
260000.00,69120,Vaulx-en-Velin,Maison,92.00,646.00,4.9185270,45.7491030,2826.086956521739
765000.00,69007,Lyon 7e Arrondissement,Appartement,153.00,,4.8487530,45.7491040,5000.0
611905.00,69005,Lyon 5e Arrondissement,Maison,119.00,298.00,4.7761850,45.7491790,5142.058823529412
677860.00,69003,Lyon 3e Arrondissement,Maison,119.00,181.00,4.8828580,45.7491930,5696.302521008403
187000.00,69007,Lyon 7e Arrondissement,Appartement,40.00,,4.8415400,45.7492070,4675.0
250000.00,69007,Lyon 7e Arrondissement,Appartement,27.00,,4.8390650,45.7492650,9259.25925925926
254500.00,69007,Lyon 7e Arrondissement,Appartement,63.00,,4.8476560,45.7493680,4039.6825396825398
242010.00,69007,Lyon 7e Arrondissement,Appartement,55.00,,4.8391570,45.7493780,4400.181818181818
450000.00,69003,Lyon 3e Arrondissement,Appartement,89.00,,4.8728030,45.7494110,5056.179775280899
669500.00,69003,Lyon 3e Arrondissement,Appartement,112.00,,4.8672110,45.7494210,5977.678571428572
390000.00,69007,Lyon 7e Arrondissement,Appartement,90.00,,4.8587900,45.7494880,4333.333333333333
310000.00,69120,Vaulx-en-Velin,Maison,106.00,197.00,4.9183660,45.7495430,2924.5283018867926
295000.00,69007,Lyon 7e Arrondissement,Appartement,45.00,,4.8521800,45.7495860,6555.555555555556
602000.00,69007,Lyon 7e Arrondissement,Appartement,105.00,,4.8571450,45.7496350,5733.333333333333
278000.00,69003,Lyon 3e Arrondissement,Appartement,47.00,,4.8865500,45.7496980,5914.893617021276
8000.00,69007,Lyon 7e Arrondissement,Appartement,28.00,,4.8455050,45.7497080,285.7142857142857
385000.00,69007,Lyon 7e Arrondissement,Appartement,63.00,,4.8470090,45.7497420,6111.111111111111
825000.00,69690,Courzieu,Maison,183.00,740.00,4.5628280,45.7497520,4508.196721311476
473000.00,69007,Lyon 7e Arrondissement,Appartement,74.00,,4.8435670,45.7497910,6391.891891891892
275400.00,69003,Lyon 3e Arrondissement,Appartement,65.00,,4.8802810,45.7497970,4236.923076923077
195000.00,69003,Lyon 3e Arrondissement,Appartement,36.00,,4.8679070,45.7498070,5416.666666666667
572000.00,69680,Chassieu,Maison,95.00,550.00,4.9740610,45.7498520,6021.0526315789475
175800.00,69007,Lyon 7e Arrondissement,Appartement,40.00,,4.8470640,45.7498570,4395.0
320000.00,69290,Grézieu-la-Varenne,Maison,91.00,658.00,4.6949900,45.7498670,3516.4835164835163
356500.00,69003,Lyon 3e Arrondissement,Appartement,69.00,,4.8739100,45.7498850,5166.666666666667
295000.00,69003,Lyon 3e Arrondissement,Appartement,60.00,,4.8863760,45.7498920,4916.666666666667
532000.00,69003,Lyon 3e Arrondissement,Appartement,78.00,,4.8958690,45.7499220,6820.51282051282
226000.00,69110,Sainte-Foy-lès-Lyon,Appartement,79.00,,4.7986220,45.7499230,2860.759493670886
255750.00,69003,Lyon 3e Arrondissement,Appartement,40.00,,4.8817440,45.7499290,6393.75
95000.00,69003,Lyon 3e Arrondissement,Appartement,48.00,,4.8865100,45.7499360,1979.1666666666667
14000.00,69007,Lyon 7e Arrondissement,Appartement,80.00,,4.8450010,45.7499580,175.0
734800.00,69290,Craponne,Maison,170.00,891.00,4.7219360,45.7499620,4322.35294117647
395000.00,69003,Lyon 3e Arrondissement,Appartement,89.00,,4.8740110,45.7500020,4438.202247191011
469215.00,69002,Lyon 2e Arrondissement,Appartement,88.00,,4.8292420,45.7500530,5331.988636363636
110000.00,69007,Lyon 7e Arrondissement,Appartement,26.00,,4.8464040,45.7500530,4230.7692307692305
163300.00,69007,Lyon 7e Arrondissement,Appartement,29.00,,4.8518630,45.7501270,5631.0344827586205
367560.00,69002,Lyon 2e Arrondissement,Appartement,56.00,,4.8312290,45.7501300,6563.571428571428
278256.00,69100,Villeurbanne,Appartement,72.00,,4.9137860,45.7501420,3864.6666666666665
250400.00,69007,Lyon 7e Arrondissement,Appartement,43.00,,4.8489610,45.7501560,5823.2558139534885
920000.00,69003,Lyon 3e Arrondissement,Appartement,25.00,697.00,4.8804200,45.7501630,36800.0
700000.00,69290,Craponne,Maison,200.00,2125.00,4.7380970,45.7501920,3500.0
549020.00,69005,Lyon 5e Arrondissement,Maison,110.00,975.00,4.7732420,45.7501930,4991.090909090909
204000.00,69005,Lyon 5e Arrondissement,Appartement,64.00,,4.7947650,45.7502090,3187.5
439320.00,69110,Sainte-Foy-lès-Lyon,Maison,70.00,313.00,4.8056800,45.7502220,6276.0
619800.00,69500,Bron,Maison,154.00,432.00,4.9032470,45.7502820,4024.6753246753246
560000.00,69002,Lyon 2e Arrondissement,Appartement,106.00,,4.8305250,45.7503030,5283.018867924528
340000.00,69007,Lyon 7e Arrondissement,Appartement,46.00,,4.8510280,45.7503080,7391.304347826087
150100.00,69007,Lyon 7e Arrondissement,Appartement,49.00,,4.8396390,45.7503310,3063.265306122449
900000.00,69290,Craponne,Appartement,80.00,,4.7151060,45.7503350,11250.0
187000.00,69100,Villeurbanne,Appartement,56.00,,4.9142860,45.7503350,3339.285714285714
130000.00,69007,Lyon 7e Arrondissement,Appartement,29.00,,4.8513960,45.7503780,4482.758620689655
325000.00,69007,Lyon 7e Arrondissement,Maison,36.00,41.00,4.8476420,45.7503900,9027.777777777777
208900.00,69007,Lyon 7e Arrondissement,Appartement,35.00,,4.8478140,45.7504000,5968.571428571428
